doi,regex_label,exemplar,alpha,pre,post,all,regex_inclusion,regex_exclusion,location_start,location_end,alpha_string,substring_between_cronbach_and_estimate,substring_immediately_before_estimate,substring_immediately_after_estimate,exclude_master,exclude_comparison_present,exclude_comparison_present_immediately_before_estimate,exclude_comparison_present_immediately_after_estimate,exclude_comparison_present_after_estimate,exclude_cutoff_present,exclude_range_present,exclude_p_present,exclude_significance_present,exclude_doi_present,exclude_psychometrika_present,exclude_odd_string_present
10.1037_0022-006X.72.1.53,test-retest reliability,1,NA,"an, &amp; jackson, 1995) and test-retest reliabili","ty (rizvi, peterson, crow, &amp; agras, 2000) suppo","an, &amp; jackson, 1995) and test-retest reliability (rizvi, peterson, crow, &amp; agras, 2000) suppo",test(-| )retest reliabilit,none,16241,16262,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0022-006X.72.1.53,test-retest reliability,2,NA,zvi et al. (2000) found poor test-retest reliabili,"ty for sbes but not for obes, suggesting that size ","zvi et al. (2000) found poor test-retest reliability for sbes but not for obes, suggesting that size ",test(-| )retest reliabilit,none,40931,40952,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0022-006X.72.1.53,test-retest reliability,3,NA,", &amp; agras, w. s. (2000). test-retest reliabili",ty of the eating disorder examination. internationa,", &amp; agras, w. s. (2000). test-retest reliability of the eating disorder examination. internationa",test(-| )retest reliabilit,none,52175,52196,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0022-006X.72.1.62,test-retest reliability,1,NA,"eek later, resulting in high test-retest reliabili",ty (κ = 1.0). the symptom composite had an alpha of,"eek later, resulting in high test-retest reliability (κ = 1.0). the symptom composite had an alpha of",test(-| )retest reliabilit,none,21731,21752,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0022-006X.72.1.62,test-retest reliability,2,NA,mposite. the k-sads has good test-retest reliabili,"ty (κ =.63–1.00), interrater reliability (κ =.73–1.","mposite. the k-sads has good test-retest reliability (κ =.63–1.00), interrater reliability (κ =.73–1.",test(-| )retest reliabilit,none,22823,22844,.63,ty (κ =,(κ =,3–1.00),TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0022-006X.72.1.62,test-retest reliability,3,NA,errater agreement and 1-week test-retest reliabili,"ty for the k-sads diagnoses, for randomly selected ","errater agreement and 1-week test-retest reliability for the k-sads diagnoses, for randomly selected ",test(-| )retest reliabilit,none,23082,23103,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0022-006X.72.3.392,test-retest reliability,1,NA,consistency and satisfactory test-retest reliabili,"ty of this instrument.

in addition, participants u","consistency and satisfactory test-retest reliability of this instrument.

in addition, participants u",test(-| )retest reliabilit,none,16945,16966,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0022-006X.72.3.411,test-retest reliability,1,NA, (ranging.86 to.92) and good test-retest reliabili,"ty in female samples over 4 and 8 weeks (r =.76, r "," (ranging.86 to.92) and good test-retest reliability in female samples over 4 and 8 weeks (r =.76, r ",test(-| )retest reliabilit,none,14095,14116,.76,ty in female samples over 4 and 8 weeks (r =,(r =,"6, r ",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0022-006X.72.3.448,test-retest reliability,1,NA,"ternal consistency, and good test-retest reliabili","ty (devilly &amp; borkovec, 2000).

**outcome asses","ternal consistency, and good test-retest reliability (devilly &amp; borkovec, 2000).

**outcome asses",test(-| )retest reliabilit,none,10997,11018,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0022-006X.72.3.448,test-retest reliability,2,NA,ood internal consistency and test-retest reliabili,"ty (rachman &amp; taylor, 1993; radomsky, rachman, ","ood internal consistency and test-retest reliability (rachman &amp; taylor, 1993; radomsky, rachman, ",test(-| )retest reliabilit,none,11886,11907,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0022-006X.72.4.563,test-retest reliability,1,NA, reported moderate levels of test-retest reliabili,"ty across diagnoses (vandiver &amp; sher, 1991); va"," reported moderate levels of test-retest reliability across diagnoses (vandiver &amp; sher, 1991); va",test(-| )retest reliabilit,none,13570,13591,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,NA,NA
10.1037_0022-006X.72.4.563,test-retest reliability,2,NA,ales ranging from.89–.95 and test-retest reliabili,"ty ranging from.48−.86 (mcnair et al., 1971).

**be","ales ranging from.89–.95 and test-retest reliability ranging from.48−.86 (mcnair et al., 1971).

**be",test(-| )retest reliabilit,none,14440,14461,.48,ty ranging from,from,8−.86 (,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0022-006X.72.4.563,test-retest reliability,3,NA,"ing from.73 to.95), adequate test-retest reliabili","ty (ranging from.48 to.86), and concurrent validity","ing from.73 to.95), adequate test-retest reliability (ranging from.48 to.86), and concurrent validity",test(-| )retest reliabilit,none,15137,15158,.48,ty (ranging from,from,8 to.86,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0022-006X.72.4.597,test-retest reliability,1,NA,ty. internal consistency and test-retest reliabili,"ties are very good. factor analysis, as well as a h","ty. internal consistency and test-retest reliabilities are very good. factor analysis, as well as a h",test(-| )retest reliabilit,none,17771,17792,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0022-006X.72.4.605,test-retest reliability,1,NA,"92 and.89, respectively) and test-retest reliabili","ty (over 3 days: rs =.87 and.86, respectively), rep","92 and.89, respectively) and test-retest reliability (over 3 days: rs =.87 and.86, respectively), rep",test(-| )retest reliabilit,none,20628,20649,.87,ty (over 3 days: rs =,rs =,7 and.8,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0022-006X.72.4.605,test-retest reliability,2,NA,"ternal consistency (α =.98), test-retest reliabili","ty, appropriate convergent and discriminant validit","ternal consistency (α =.98), test-retest reliability, appropriate convergent and discriminant validit",test(-| )retest reliabilit,none,21931,21952,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0022-006X.72.4.605,test-retest reliability,3,NA,s shown to have satisfactory test-retest reliabili,ty (r =.78 for total fat) and convergent validity w,s shown to have satisfactory test-retest reliability (r =.78 for total fat) and convergent validity w,test(-| )retest reliabilit,none,27269,27290,.78,ty (r =,(r =,8 for t,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0022-006X.72.4.625,test-retest reliability,1,NA,"s good internal consistency, test-retest reliabili","ty, and concurrent validity with other measures of ","s good internal consistency, test-retest reliability, and concurrent validity with other measures of ",test(-| )retest reliabilit,none,22817,22838,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0022-006X.72.4.625,test-retest reliability,2,NA, the internal consistency or test-retest reliabili,ty of each measure. table 3 presents the results of, the internal consistency or test-retest reliability of each measure. table 3 presents the results of,test(-| )retest reliabilit,none,38677,38698,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0022-006X.72.4.646,test-retest reliability,1,NA,igh internal consistency and test-retest reliabili,"ty (chambless et al., 1984).

#### statistical anal","igh internal consistency and test-retest reliability (chambless et al., 1984).

#### statistical anal",test(-| )retest reliabilit,none,15421,15442,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0022-006X.72.4.653,test-retest reliability,1,NA,ch's α =.88) and appropriate test-retest reliabili,"ty (r =.65).

the beliefs and attitudes about sleep","ch's α =.88) and appropriate test-retest reliability (r =.65).

the beliefs and attitudes about sleep",test(-| )retest reliabilit,none,11756,11777,.65,ty (r =,(r =,"5).

th",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0022-006X.72.4.653,test-retest reliability,2,NA,nbach's α =.90) and adequate test-retest reliabili,"ty (r =.72).

the beck anxiety inventory (bai; beck","nbach's α =.90) and adequate test-retest reliability (r =.72).

the beck anxiety inventory (bai; beck",test(-| )retest reliabilit,none,12496,12517,.72,ty (r =,(r =,"2).

th",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0022-006X.72.4.671,test-retest reliability,1,0.63,lity (mean κ =.82) but lower test-retest reliabili,"ty (mean κ =.63), though this latter finding is tho","lity (mean κ =.82) but lower test-retest reliability (mean κ =.63), though this latter finding is tho",test(-| )retest reliabilit,none,16959,16980,.63,ty (mean κ =, κ =,"3), tho",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0022-006X.72.4.689,test-retest reliability,1,NA,"rnal consistency (m α =.89), test-retest reliabili","ty (m 1-month r =.69), and predictive validity (fur","rnal consistency (m α =.89), test-retest reliability (m 1-month r =.69), and predictive validity (fur",test(-| )retest reliabilit,none,19737,19758,.69,ty (m 1-month r =, r =,"9), and",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0022-006X.72.4.689,test-retest reliability,2,NA,sion symptom composites. the test-retest reliabili,"ty (κ =.73–1.00), internal consistency (α =.68–.85)","sion symptom composites. the test-retest reliability (κ =.73–1.00), internal consistency (α =.68–.85)",test(-| )retest reliabilit,none,22219,22240,.73,ty (κ =,(κ =,3–1.00),TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0022-006X.72.4.689,test-retest reliability,3,NA,"ater, resulting in excellent test-retest reliabili",ty (κ = 1.00). the continuous depression scale (sum,"ater, resulting in excellent test-retest reliability (κ = 1.00). the continuous depression scale (sum",test(-| )retest reliabilit,none,22818,22839,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0022-006X.72.4.689,test-retest reliability,4,NA,"cts. nonetheless, the 1-week test-retest reliabili",ty coefficients for the measures used in the curren,"cts. nonetheless, the 1-week test-retest reliability coefficients for the measures used in the curren",test(-| )retest reliabilit,none,37214,37235,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0022-006X.72.6.1012,test-retest reliability,1,NA,"., &amp; riso, l. p. (1994). test-retest reliabili",ty of team consensus best-estimate diagnoses of axi,"., &amp; riso, l. p. (1994). test-retest reliability of team consensus best-estimate diagnoses of axi",test(-| )retest reliabilit,none,51646,51667,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0022-006X.72.6.1090,test-retest reliability,1,NA," excellent reliability, high test-retest reliabili","ty, and high convergent validity with other measure"," excellent reliability, high test-retest reliability, and high convergent validity with other measure",test(-| )retest reliabilit,none,22894,22915,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0022-006X.72.6.1090,test-retest reliability,2,NA,demonstrate excellent 1-week test-retest reliabili,"ty (koss &amp; gidycz, 1985). four categories of se","demonstrate excellent 1-week test-retest reliability (koss &amp; gidycz, 1985). four categories of se",test(-| )retest reliabilit,none,26343,26364,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0022-006X.72.6.1114,test-retest reliability,1,NA,"tency has been above.90, and test-retest reliabili","ty has ranged from.67 to.91; in addition, the scale","tency has been above.90, and test-retest reliability has ranged from.67 to.91; in addition, the scale",test(-| )retest reliabilit,none,16368,16389,.67,ty has ranged from,from,7 to.91,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0022-006X.72.6.956,test-retest reliability,1,0.74,of.89 and had a 2- to 8-week test-retest reliabili,"ty of.74 (reynolds &amp; kamphaus, 1992). on the se","of.89 and had a 2- to 8-week test-retest reliability of.74 (reynolds &amp; kamphaus, 1992). on the se",test(-| )retest reliabilit,none,23482,23503,.74,ty of,y of,4 (reyn,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0022-006X.72.6.956,test-retest reliability,2,0.81,of.84 and had a 2- to 8-week test-retest reliabili,ty of.81 in the basc normative sample (reynolds &am,of.84 and had a 2- to 8-week test-retest reliability of.81 in the basc normative sample (reynolds &am,test(-| )retest reliabilit,none,23977,23998,.81,ty of,y of,1 in th,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0022-006X.72.6.967,test-retest reliability,1,NA,ve consistently demonstrated test-retest reliabili,"ty of.80 or greater. in validity studies, tlfb repo","ve consistently demonstrated test-retest reliability of.80 or greater. in validity studies, tlfb repo",test(-| )retest reliabilit,none,29549,29570,.80,ty of,y of,0 or gr,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0022-006X.72.6.967,test-retest reliability,2,NA,-iii-r (scid): ii. multisite test-retest reliabili,"ty. archives of general psychiatry, 49, 630–636.

s","-iii-r (scid): ii. multisite test-retest reliability. archives of general psychiatry, 49, 630–636.

s",test(-| )retest reliabilit,none,82377,82398,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0022-006X.73.1.160,test-retest reliability,1,NA,"ptable internal consistency, test-retest reliabili","ty, and construct validity with adolescents (for a ","ptable internal consistency, test-retest reliability, and construct validity with adolescents (for a ",test(-| )retest reliabilit,none,10666,10687,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0022-006X.73.1.160,test-retest reliability,2,NA,ong internal consistency and test-retest reliabili,"ty, with higher spsi-r scores being indicative of h","ong internal consistency and test-retest reliability, with higher spsi-r scores being indicative of h",test(-| )retest reliabilit,none,12347,12368,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0022-006X.73.1.160,test-retest reliability,3,NA,nternal consistency and fair test-retest reliabili,"ty (thompson, kaslow, weiss, &amp; nolen-hoeksema, ","nternal consistency and fair test-retest reliability (thompson, kaslow, weiss, &amp; nolen-hoeksema, ",test(-| )retest reliabilit,none,12931,12952,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0022-006X.73.1.160,test-retest reliability,4,NA,l consistency and acceptable test-retest reliabili,"ty, with confirmatory factor analysis supporting it","l consistency and acceptable test-retest reliability, with confirmatory factor analysis supporting it",test(-| )retest reliabilit,none,13351,13372,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0022-006X.73.1.160,test-retest reliability,5,NA,lity of adis-c diagnoses and test-retest reliabili,ty has been found to be good (silverman &amp; eisen,lity of adis-c diagnoses and test-retest reliability has been found to be good (silverman &amp; eisen,test(-| )retest reliabilit,none,14385,14406,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0022-006X.73.1.160,test-retest reliability,6,NA,"., &amp; pina, a. a. (2001). test-retest reliabili",ty of anxiety symptoms and diagnoses with anxiety d,"., &amp; pina, a. a. (2001). test-retest reliability of anxiety symptoms and diagnoses with anxiety d",test(-| )retest reliabilit,none,45214,45235,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0022-006X.73.2.195,test-retest reliability,1,NA,sistency (α =.79) and 1-week test-retest reliabili,"ty (r =.90) in a pilot study, and it also evidenced","sistency (α =.79) and 1-week test-retest reliability (r =.90) in a pilot study, and it also evidenced",test(-| )retest reliabilit,none,16283,16304,.90,ty (r =,(r =,0) in a,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0022-006X.73.2.195,test-retest reliability,2,NA,sistency (α =.81) and 1-year test-retest reliabili,"ty (r =.57) in the present study.

**binge eating**","sistency (α =.81) and 1-year test-retest reliability (r =.57) in the present study.

**binge eating**",test(-| )retest reliabilit,none,16397,16418,.57,ty (r =,(r =,7) in t,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0022-006X.73.2.195,test-retest reliability,3,NA,"al consistency (α =.76–.90), test-retest reliabili","ty (r =.83–.97), interrater reliability (κ =.70–.99","al consistency (α =.76–.90), test-retest reliability (r =.83–.97), interrater reliability (κ =.70–.99",test(-| )retest reliabilit,none,17018,17039,.83,ty (r =,(r =,"3–.97),",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0022-006X.73.2.195,test-retest reliability,4,NA,"ssor, which resulted in high test-retest reliabili","ty (κ = 1.00).

**exercise**

the past year leisure","ssor, which resulted in high test-retest reliability (κ = 1.00).

**exercise**

the past year leisure",test(-| )retest reliabilit,none,17681,17702,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0022-006X.73.2.195,test-retest reliability,5,NA, scale has acceptable 1-year test-retest reliabili,"ty (r =.55–.66), correlates with behavioral fitness"," scale has acceptable 1-year test-retest reliability (r =.55–.66), correlates with behavioral fitness",test(-| )retest reliabilit,none,18391,18412,.55,ty (r =,(r =,"5–.66),",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0022-006X.73.2.195,test-retest reliability,6,NA,is scale had adequate 1-year test-retest reliabili,"ty in the present study (r =.56).

**dietary restra","is scale had adequate 1-year test-retest reliability in the present study (r =.56).

**dietary restra",test(-| )retest reliabilit,none,18601,18622,.56,ty in the present study (r =,(r =,"6).

**",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0022-006X.73.2.195,test-retest reliability,7,NA,nal consistency (α =.95) and test-retest reliabili,ty (r =.82) and correlates negatively with self-rep,nal consistency (α =.95) and test-retest reliability (r =.82) and correlates negatively with self-rep,test(-| )retest reliabilit,none,19019,19040,.82,ty (r =,(r =,2) and ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0022-006X.73.2.195,test-retest reliability,8,NA, scale had acceptable 1-year test-retest reliabili,"ty (r =.62) in the present study.

**compensatory b"," scale had acceptable 1-year test-retest reliability (r =.62) in the present study.

**compensatory b",test(-| )retest reliabilit,none,19231,19252,.62,ty (r =,(r =,2) in t,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0022-006X.73.2.195,test-retest reliability,9,NA,een found to have acceptable test-retest reliabili,"ty (κ =.63–1.00), interrater reliability (κ =.73–1.","een found to have acceptable test-retest reliability (κ =.63–1.00), interrater reliability (κ =.73–1.",test(-| )retest reliabilit,none,20312,20333,.63,ty (κ =,(κ =,3–1.00),TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0022-006X.73.2.195,test-retest reliability,10,NA,"ater, which resulted in high test-retest reliabili",ty (κ = 1.00). this scale had acceptable internal c,"ater, which resulted in high test-retest reliability (κ = 1.00). this scale had acceptable internal c",test(-| )retest reliabilit,none,20911,20932,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0022-006X.73.2.195,test-retest reliability,11,NA,sistency (α =.85) and 1-year test-retest reliabili,"ty (r =.64) in the present study.

**perceived pare","sistency (α =.85) and 1-year test-retest reliability (r =.64) in the present study.

**perceived pare",test(-| )retest reliabilit,none,21014,21035,.64,ty (r =,(r =,4) in t,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0022-006X.73.2.195,test-retest reliability,12,NA," this suggestion, the 1-year test-retest reliabili",ty coefficients were lower for caloric intake and e," this suggestion, the 1-year test-retest reliability coefficients were lower for caloric intake and e",test(-| )retest reliabilit,none,36478,36499,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0022-006X.73.2.195,test-retest reliability,13,NA,", &amp; agras, w. s. (2000). test-retest reliabili",ty of the eating disorder examination. internationa,", &amp; agras, w. s. (2000). test-retest reliability of the eating disorder examination. internationa",test(-| )retest reliabilit,none,49994,50015,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0022-006X.73.2.212,test-retest reliability,1,NA,"or this single item measure, test-retest reliabili",ties were conducted across the 10 to 12 weeks. this,"or this single item measure, test-retest reliabilities were conducted across the 10 to 12 weeks. this",test(-| )retest reliabilit,none,15264,15285,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0022-006X.73.2.212,test-retest reliability,2,NA,"s in other domains. instead, test-retest reliabili","ties were computed across weeks, yielding an averag","s in other domains. instead, test-retest reliabilities were computed across weeks, yielding an averag",test(-| )retest reliabilit,none,18856,18877,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0022-006X.73.2.272,test-retest reliability,1,NA,es. internal consistency and test-retest reliabili,ties are good. because the distribution of bdi-ii s,es. internal consistency and test-retest reliabilities are good. because the distribution of bdi-ii s,test(-| )retest reliabilit,none,19028,19049,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0022-006X.73.3.371,test-retest reliability,1,NA,nal consistency (α =.98) and test-retest reliabili,"ty (r =.86).

**parenting stress index (psi)**

the","nal consistency (α =.98) and test-retest reliability (r =.86).

**parenting stress index (psi)**

the",test(-| )retest reliabilit,none,21009,21030,.86,ty (r =,(r =,"6).

**",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0022-006X.73.3.389,test-retest reliability,1,NA,een shown to have acceptable test-retest reliabili,"ty (edelbrock, costello, dulcan, kalas, &amp; conov","een shown to have acceptable test-retest reliability (edelbrock, costello, dulcan, kalas, &amp; conov",test(-| )retest reliabilit,none,16874,16895,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0022-006X.73.3.488,test-retest reliability,1,NA,"., &amp; pina, a. a. (2001). test-retest reliabili",ty of anxiety symptoms and diagnoses with the anxie,"., &amp; pina, a. a. (2001). test-retest reliability of anxiety symptoms and diagnoses with the anxie",test(-| )retest reliabilit,none,67143,67164,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0022-006X.73.3.498,test-retest reliability,1,NA,"mp; barrios, 2002), and good test-retest reliabili","ty (parent-interview r =.76; silverman, saavedra, &","mp; barrios, 2002), and good test-retest reliability (parent-interview r =.76; silverman, saavedra, &",test(-| )retest reliabilit,none,13203,13224,.76,ty (parent-interview r =, r =,6; silv,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0022-006X.73.3.498,test-retest reliability,2,NA,"y (kronmuller et al., 2003). test-retest reliabili",ty is difficult because the quality of the alliance,"y (kronmuller et al., 2003). test-retest reliability is difficult because the quality of the alliance",test(-| )retest reliabilit,none,15246,15267,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0022-006X.73.3.498,test-retest reliability,3,NA,", l., &amp; pina, a. (2001). test-retest reliabili",ty of anxiety symptoms and diagnoses with the anxie,", l., &amp; pina, a. (2001). test-retest reliability of anxiety symptoms and diagnoses with the anxie",test(-| )retest reliabilit,none,48020,48041,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0022-006X.73.3.506,test-retest reliability,1,NA, a given factor. traditional test-retest reliabili,"ty data were not available for the trf. however, re"," a given factor. traditional test-retest reliability data were not available for the trf. however, re",test(-| )retest reliabilit,none,24325,24346,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0022-006X.73.3.506,test-retest reliability,2,NA,"val between administrations, test-retest reliabili","ty statistics were respectable for physical, mental","val between administrations, test-retest reliability statistics were respectable for physical, mental",test(-| )retest reliabilit,none,24672,24693,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0022-006X.73.3.515,test-retest reliability,1,NA,"nched, burned, and so forth. test-retest reliabili","ty, construct validity, and convergent validity are","nched, burned, and so forth. test-retest reliability, construct validity, and convergent validity are",test(-| )retest reliabilit,none,13215,13236,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0022-006X.73.3.549,test-retest reliability,1,NA,ally consistent and has good test-retest reliabili,"ty (pennebaker, 1982). as in other investigations o","ally consistent and has good test-retest reliability (pennebaker, 1982). as in other investigations o",test(-| )retest reliabilit,none,10943,10964,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0022-006X.73.3.549,test-retest reliability,2,NA,"ek follow-up, as well as the test-retest reliabili",ty of each measure. findings indicate that the redu,"ek follow-up, as well as the test-retest reliability of each measure. findings indicate that the redu",test(-| )retest reliabilit,none,17377,17398,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0022-006X.73.4.689,test-retest reliability,1,NA, of cannabis use showed high test-retest reliabili,"ty (ρ = .7; dennis, titus, et al., 2002) and was co"," of cannabis use showed high test-retest reliability (ρ = .7; dennis, titus, et al., 2002) and was co",test(-| )retest reliabilit,none,23140,23161,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
