doi,alpha
10.1037_0022-006X.55.2.268,FALSE
10.1037_0022-006X.55.2.270,FALSE
10.1037_0022-006X.55.2.272,FALSE
10.1037_0022-006X.55.3.2200,FALSE
10.1037_0022-006X.55.3.284,FALSE
10.1037_0022-006X.55.3.293,FALSE
10.1037_0022-006X.55.3.301,FALSE
10.1037_0022-006X.55.3.310,FALSE
10.1037_0022-006X.55.3.325,FALSE
10.1037_0022-006X.55.3.332,FALSE
10.1037_0022-006X.55.3.341,FALSE
10.1037_0022-006X.55.3.353,FALSE
10.1037_0022-006X.55.3.361,FALSE
10.1037_0022-006X.55.3.367,FALSE
10.1037_0022-006X.55.3.372,FALSE
10.1037_0022-006X.55.3.379,FALSE
10.1037_0022-006X.55.3.385,FALSE
10.1037_0022-006X.55.3.391,FALSE
10.1037_0022-006X.55.3.396,FALSE
10.1037_0022-006X.55.3.404,FALSE
10.1037_0022-006X.55.3.418,FALSE
10.1037_0022-006X.55.3.430,FALSE
10.1037_0022-006X.55.3.432,FALSE
10.1037_0022-006X.55.3.435,FALSE
10.1037_0022-006X.55.3.437,FALSE
10.1037_0022-006X.55.3.439,FALSE
10.1037_0022-006X.55.3.441,FALSE
10.1037_0022-006X.55.3.444,FALSE
10.1037_0022-006X.55.4.461,FALSE
10.1037_0022-006X.55.4.471,FALSE
10.1037_0022-006X.55.4.479,FALSE
10.1037_0022-006X.55.4.488,FALSE
10.1037_0022-006X.55.4.497,FALSE
10.1037_0022-006X.55.4.513,FALSE
10.1037_0022-006X.55.4.521,FALSE
10.1037_0022-006X.55.4.534,FALSE
10.1037_0022-006X.55.4.542,FALSE
10.1037_0022-006X.55.4.550,FALSE
10.1037_0022-006X.55.4.557,FALSE
10.1037_0022-006X.55.4.566,FALSE
10.1037_0022-006X.55.4.571,FALSE
10.1037_0022-006X.55.4.584,FALSE
10.1037_0022-006X.55.4.595,FALSE
10.1037_0022-006X.55.4.603,FALSE
10.1037_0022-006X.55.4.606,FALSE
10.1037_0022-006X.55.4.609,FALSE
10.1037_0022-006X.55.4.615,FALSE
10.1037_0022-006X.55.5.628,FALSE
10.1037_0022-006X.55.5.635,FALSE
10.1037_0022-006X.55.5.645,FALSE
10.1037_0022-006X.55.5.654,FALSE
10.1037_0022-006X.55.5.660,FALSE
10.1037_0022-006X.55.5.668,FALSE
10.1037_0022-006X.55.5.677,FALSE
10.1037_0022-006X.55.5.685,FALSE
10.1037_0022-006X.55.5.691,FALSE
10.1037_0022-006X.55.5.701,FALSE
10.1037_0022-006X.55.5.719,FALSE
10.1037_0022-006X.55.5.727,FALSE
10.1037_0022-006X.55.5.732,FALSE
10.1037_0022-006X.55.5.738,FALSE
10.1037_0022-006X.55.5.742,FALSE
10.1037_0022-006X.55.5.748,FALSE
10.1037_0022-006X.55.5.755,FALSE
10.1037_0022-006X.55.5.768,FALSE
10.1037_0022-006X.55.5.775,FALSE
10.1037_0022-006X.55.5.778,FALSE
10.1037_0022-006X.55.5.780,FALSE
10.1037_0022-006X.55.5.783,FALSE
10.1037_0022-006X.55.5.785,FALSE
10.1037_0022-006X.55.5.788,FALSE
10.1037_0022-006X.55.5.791,FALSE
10.1037_0022-006X.55.6.805,FALSE
10.1037_0022-006X.55.6.817,FALSE
10.1037_0022-006X.55.6.825,FALSE
10.1037_0022-006X.55.6.831,FALSE
10.1037_0022-006X.55.6.837,FALSE
10.1037_0022-006X.55.6.846,FALSE
10.1037_0022-006X.55.6.853,FALSE
10.1037_0022-006X.55.6.860,FALSE
10.1037_0022-006X.55.6.872,FALSE
10.1037_0022-006X.55.6.877,FALSE
10.1037_0022-006X.55.6.883,FALSE
10.1037_0022-006X.55.6.898,FALSE
10.1037_0022-006X.55.6.902,FALSE
10.1037_0022-006X.55.6.907,FALSE
10.1037_0022-006X.55.6.910,FALSE
10.1037_0022-006X.55.6.914,FALSE
10.1037_0022-006X.55.6.916,FALSE
10.1037_0022-006X.55.6.919,FALSE
10.1037_0022-006X.56.1.111,FALSE
10.1037_0022-006X.56.1.118,FALSE
10.1037_0022-006X.56.1.123,FALSE
10.1037_0022-006X.56.1.131,FALSE
10.1037_0022-006X.56.1.137,FALSE
10.1037_0022-006X.56.1.142,FALSE
10.1037_0022-006X.56.1.145,FALSE
10.1037_0022-006X.56.1.148,FALSE
10.1037_0022-006X.56.1.152,FALSE
10.1037_0022-006X.56.1.17,FALSE
10.1037_0022-006X.56.1.24,FALSE
10.1037_0022-006X.56.1.34,FALSE
10.1037_0022-006X.56.1.40,FALSE
10.1037_0022-006X.56.1.56,FALSE
10.1037_0022-006X.56.1.61,FALSE
10.1037_0022-006X.56.1.67,FALSE
10.1037_0022-006X.56.1.73,FALSE
10.1037_0022-006X.56.1.80,FALSE
10.1037_0022-006X.56.1.85,FALSE
10.1037_0022-006X.56.1.9,FALSE
10.1037_0022-006X.56.1.97,FALSE
10.1037_0022-006X.56.2.172,FALSE
10.1037_0022-006X.56.2.183,FALSE
10.1037_0022-006X.56.2.189,FALSE
10.1037_0022-006X.56.2.197,FALSE
10.1037_0022-006X.56.2.206,FALSE
10.1037_0022-006X.56.2.210,FALSE
10.1037_0022-006X.56.2.218,FALSE
10.1037_0022-006X.56.2.224,FALSE
10.1037_0022-006X.56.2.227,FALSE
10.1037_0022-006X.56.2.233,FALSE
10.1037_0022-006X.56.2.239,FALSE
10.1037_0022-006X.56.2.246,FALSE
10.1037_0022-006X.56.2.261,FALSE
10.1037_0022-006X.56.2.267,FALSE
10.1037_0022-006X.56.2.273,FALSE
10.1037_0022-006X.56.2.280,FALSE
10.1037_0022-006X.56.2.287,FALSE
10.1037_0022-006X.56.2.292,FALSE
10.1037_0022-006X.56.2.295,FALSE
10.1037_0022-006X.56.2.298,FALSE
10.1037_0022-006X.56.2.302,FALSE
10.1037_0022-006X.56.2.305,FALSE
10.1037_0022-006X.56.3.324,FALSE
10.1037_0022-006X.56.3.333,FALSE
10.1037_0022-006X.56.3.342,FALSE
10.1037_0022-006X.56.3.350,FALSE
10.1037_0022-006X.56.3.358,FALSE
10.1037_0022-006X.56.3.365,FALSE
10.1037_0022-006X.56.3.374,FALSE
10.1037_0022-006X.56.3.382,FALSE
10.1037_0022-006X.56.3.393,FALSE
10.1037_0022-006X.56.3.399,FALSE
10.1037_0022-006X.56.3.405,FALSE
10.1037_0022-006X.56.3.412,FALSE
10.1037_0022-006X.56.3.417,FALSE
10.1037_0022-006X.56.3.422,FALSE
10.1037_0022-006X.56.3.427,FALSE
10.1037_0022-006X.56.3.433,FALSE
10.1037_0022-006X.56.3.440,FALSE
10.1037_0022-006X.56.3.448,FALSE
10.1037_0022-006X.56.3.452,FALSE
10.1037_0022-006X.56.3.458,FALSE
10.1037_0022-006X.56.3.463,FALSE
10.1037_0022-006X.56.3.467,FALSE
10.1037_0022-006X.56.3.470,FALSE
10.1037_0022-006X.56.4.483,FALSE
10.1037_0022-006X.56.4.490,FALSE
10.1037_0022-006X.56.4.496,FALSE
10.1037_0022-006X.56.4.514,FALSE
10.1037_0022-006X.56.4.520,FALSE
10.1037_0022-006X.56.4.529,FALSE
10.1037_0022-006X.56.4.535,FALSE
10.1037_0022-006X.56.4.542,FALSE
10.1037_0022-006X.56.4.549,FALSE
10.1037_0022-006X.56.4.552,FALSE
10.1037_0022-006X.56.4.558,FALSE
10.1037_0022-006X.56.4.567,FALSE
10.1037_0022-006X.56.4.573,FALSE
10.1037_0022-006X.56.4.578,FALSE
10.1037_0022-006X.56.4.583,FALSE
10.1037_0022-006X.56.4.590,FALSE
10.1037_0022-006X.56.4.597,FALSE
10.1037_0022-006X.56.4.601,FALSE
10.1037_0022-006X.56.4.610,FALSE
10.1037_0022-006X.56.4.621,FALSE
10.1037_0022-006X.56.4.624,FALSE
10.1037_0022-006X.56.4.628,FALSE
10.1037_0022-006X.56.4.631,FALSE
10.1037_0022-006X.56.4.633,FALSE
10.1037_0022-006X.56.4.636,FALSE
10.1037_0022-006X.56.4.638,FALSE
10.1037_0022-006X.56.5.653,FALSE
10.1037_0022-006X.56.5.659,FALSE
10.1037_0022-006X.56.5.666,FALSE
10.1037_0022-006X.56.5.673,FALSE
10.1037_0022-006X.56.5.681,FALSE
10.1037_0022-006X.56.5.689,FALSE
10.1037_0022-006X.56.5.696,FALSE
10.1037_0022-006X.56.5.703,FALSE
10.1037_0022-006X.56.5.710,FALSE
10.1037_0022-006X.56.5.715,FALSE
10.1037_0022-006X.56.5.721,FALSE
10.1037_0022-006X.56.5.727,FALSE
10.1037_0022-006X.56.5.734,FALSE
10.1037_0022-006X.56.5.741,FALSE
10.1037_0022-006X.56.5.748,FALSE
10.1037_0022-006X.56.5.754,FALSE
10.1037_0022-006X.56.5.766,FALSE
10.1037_0022-006X.56.5.769,FALSE
10.1037_0022-006X.56.5.773,FALSE
10.1037_0022-006X.56.5.776,FALSE
10.1037_0022-006X.56.6.789,FALSE
10.1037_0022-006X.56.6.795,FALSE
10.1037_0022-006X.56.6.801,FALSE
10.1037_0022-006X.56.6.811,FALSE
10.1037_0022-006X.56.6.817,FALSE
10.1037_0022-006X.56.6.824,FALSE
10.1037_0022-006X.56.6.830,FALSE
10.1037_0022-006X.56.6.836,FALSE
10.1037_0022-006X.56.6.843,FALSE
10.1037_0022-006X.56.6.856,FALSE
10.1037_0022-006X.56.6.870,FALSE
10.1037_0022-006X.56.6.877,FALSE
10.1037_0022-006X.56.6.885,FALSE
10.1037_0022-006X.56.6.898,FALSE
10.1037_0022-006X.56.6.903,FALSE
10.1037_0022-006X.56.6.909,FALSE
10.1037_0022-006X.56.6.916,FALSE
10.1037_0022-006X.56.6.925,FALSE
10.1037_0022-006X.56.6.929,FALSE
10.1037_0022-006X.56.6.932,FALSE
10.1037_0022-006X.56.6.934,FALSE
10.1037_0022-006X.57.1.100,FALSE
10.1037_0022-006X.57.1.106,FALSE
10.1037_0022-006X.57.1.11,FALSE
10.1037_0022-006X.57.1.112,FALSE
10.1037_0022-006X.57.1.131,FALSE
10.1037_0022-006X.57.1.138,FALSE
10.1037_0022-006X.57.1.148,FALSE
10.1037_0022-006X.57.1.155,FALSE
10.1037_0022-006X.57.1.162,FALSE
10.1037_0022-006X.57.1.165,FALSE
10.1037_0022-006X.57.1.168,FALSE
10.1037_0022-006X.57.1.170,FALSE
10.1037_0022-006X.57.1.19,FALSE
10.1037_0022-006X.57.1.25,FALSE
10.1037_0022-006X.57.1.31,FALSE
10.1037_0022-006X.57.1.39,FALSE
10.1037_0022-006X.57.1.47,FALSE
10.1037_0022-006X.57.1.5,FALSE
10.1037_0022-006X.57.1.53,FALSE
10.1037_0022-006X.57.1.60,FALSE
10.1037_0022-006X.57.1.76,FALSE
10.1037_0022-006X.57.1.81,FALSE
10.1037_0022-006X.57.1.87,FALSE
10.1037_0022-006X.57.1.93,FALSE
10.1037_0022-006X.57.2.187,FALSE
10.1037_0022-006X.57.2.195,FALSE
10.1037_0022-006X.57.2.206,FALSE
10.1037_0022-006X.57.2.215,FALSE
10.1037_0022-006X.57.2.222,FALSE
10.1037_0022-006X.57.2.227,FALSE
10.1037_0022-006X.57.2.232,FALSE
10.1037_0022-006X.57.2.237,FALSE
10.1037_0022-006X.57.2.251,FALSE
10.1037_0022-006X.57.2.257,FALSE
10.1037_0022-006X.57.2.263,FALSE
10.1037_0022-006X.57.2.269,FALSE
10.1037_0022-006X.57.2.275,FALSE
10.1037_0022-006X.57.2.281,FALSE
10.1037_0022-006X.57.2.294,FALSE
10.1037_0022-006X.57.2.301,FALSE
10.1037_0022-006X.57.2.306,FALSE
10.1037_0022-006X.57.2.309,FALSE
10.1037_0022-006X.57.2.311,FALSE
10.1037_0022-006X.57.2.313,FALSE
10.1037_0022-006X.57.2.315,FALSE
10.1037_0022-006X.57.2.317,FALSE
10.1037_0022-006X.57.3.333,FALSE
10.1037_0022-006X.57.3.338,FALSE
10.1037_0022-006X.57.3.349,FALSE
10.1037_0022-006X.57.3.358,FALSE
10.1037_0022-006X.57.3.365,FALSE
10.1037_0022-006X.57.3.372,FALSE
10.1037_0022-006X.57.3.380,FALSE
10.1037_0022-006X.57.3.388,FALSE
10.1037_0022-006X.57.3.396,FALSE
10.1037_0022-006X.57.3.403,FALSE
10.1037_0022-006X.57.3.414,FALSE
10.1037_0022-006X.57.3.420,FALSE
10.1037_0022-006X.57.3.425,FALSE
10.1037_0022-006X.57.3.436,FALSE
10.1037_0022-006X.57.3.443,FALSE
10.1037_0022-006X.57.3.450,FALSE
10.1037_0022-006X.57.3.453,FALSE
10.1037_0022-006X.57.3.456,FALSE
10.1037_0022-006X.57.4.467,FALSE
10.1037_0022-006X.57.4.473,FALSE
10.1037_0022-006X.57.4.484,FALSE
10.1037_0022-006X.57.4.488,FALSE
10.1037_0022-006X.57.4.496,FALSE
10.1037_0022-006X.57.4.500,FALSE
10.1037_0022-006X.57.4.512,FALSE
10.1037_0022-006X.57.4.516,FALSE
10.1037_0022-006X.57.4.522,FALSE
10.1037_0022-006X.57.4.536,FALSE
10.1037_0022-006X.57.4.545,FALSE
10.1037_0022-006X.57.4.550,FALSE
10.1037_0022-006X.57.4.554,FALSE
10.1037_0022-006X.57.5.599,FALSE
10.1037_0022-006X.57.5.607,FALSE
10.1037_0022-006X.57.5.613,FALSE
10.1037_0022-006X.57.5.619,FALSE
10.1037_0022-006X.57.5.623,FALSE
10.1037_0022-006X.57.5.628,FALSE
10.1037_0022-006X.57.5.636,FALSE
10.1037_0022-006X.57.5.652,FALSE
10.1037_0022-006X.57.5.658,FALSE
10.1037_0022-006X.57.5.663,FALSE
10.1037_0022-006X.57.5.668,FALSE
10.1037_0022-006X.57.6.692,FALSE
10.1037_0022-006X.57.6.698,FALSE
10.1037_0022-006X.57.6.705,FALSE
10.1037_0022-006X.57.6.710,FALSE
10.1037_0022-006X.57.6.719,FALSE
10.1037_0022-006X.57.6.725,FALSE
10.1037_0022-006X.57.6.741,FALSE
10.1037_0022-006X.57.6.765,FALSE
10.1037_0022-006X.57.6.772,FALSE
10.1037_0022-006X.57.6.776,FALSE
10.1037_0022-006X.57.6.778,FALSE
10.1037_0022-006X.58.1.117,FALSE
10.1037_0022-006X.58.1.121,FALSE
10.1037_0022-006X.58.1.130,FALSE
10.1037_0022-006X.58.1.22,FALSE
10.1037_0022-006X.58.1.31,FALSE
10.1037_0022-006X.58.1.38,FALSE
10.1037_0022-006X.58.1.50,FALSE
10.1037_0022-006X.58.1.57,FALSE
10.1037_0022-006X.58.1.77,FALSE
10.1037_0022-006X.58.1.85,FALSE
10.1037_0022-006X.58.1.93,FALSE
10.1037_0022-006X.58.3.265,FALSE
10.1037_0022-006X.58.3.273,FALSE
10.1037_0022-006X.58.3.281,FALSE
10.1037_0022-006X.58.3.288,FALSE
10.1037_0022-006X.58.3.295,FALSE
10.1037_0022-006X.58.3.310,FALSE
10.1037_0022-006X.58.3.317,FALSE
10.1037_0022-006X.58.3.323,FALSE
10.1037_0022-006X.58.4.385,FALSE
10.1037_0022-006X.58.4.395,FALSE
10.1037_0022-006X.58.4.402,FALSE
10.1037_0022-006X.58.4.416,FALSE
10.1037_0022-006X.58.4.425,FALSE
10.1037_0022-006X.58.4.432,FALSE
10.1037_0022-006X.58.4.437,FALSE
10.1037_0022-006X.58.4.447,FALSE
10.1037_0022-006X.58.4.458,FALSE
10.1037_0022-006X.58.4.469,FALSE
10.1037_0022-006X.58.4.475,FALSE
10.1037_0022-006X.58.4.482,FALSE
10.1037_0022-006X.58.4.489,FALSE
10.1037_0022-006X.58.4.495,FALSE
10.1037_0022-006X.58.4.499,FALSE
10.1037_0022-006X.58.4.502,FALSE
10.1037_0022-006X.58.5.525,FALSE
10.1037_0022-006X.58.5.531,FALSE
10.1037_0022-006X.58.5.538,FALSE
10.1037_0022-006X.58.5.548,FALSE
10.1037_0022-006X.58.5.562,FALSE
10.1037_0022-006X.58.5.565,FALSE
10.1037_0022-006X.58.5.573,FALSE
10.1037_0022-006X.58.5.580,FALSE
10.1037_0022-006X.58.5.589,FALSE
10.1037_0022-006X.58.5.596,FALSE
10.1037_0022-006X.58.5.604,FALSE
10.1037_0022-006X.58.5.608,FALSE
10.1037_0022-006X.58.5.614,FALSE
10.1037_0022-006X.58.5.622,FALSE
10.1037_0022-006X.58.5.629,FALSE
10.1037_0022-006X.58.5.636,FALSE
10.1037_0022-006X.58.5.646,FALSE
10.1037_0022-006X.58.5.657,FALSE
10.1037_0022-006X.58.5.661,FALSE
10.1037_0022-006X.58.5.665,FALSE
10.1037_0022-006X.58.6.684,FALSE
10.1037_0022-006X.58.6.696,FALSE
10.1037_0022-006X.58.6.704,FALSE
10.1037_0022-006X.58.6.713,FALSE
10.1037_0022-006X.58.6.720,FALSE
10.1037_0022-006X.58.6.729,FALSE
10.1037_0022-006X.58.6.741,FALSE
10.1037_0022-006X.58.6.758,FALSE
10.1037_0022-006X.58.6.768,FALSE
10.1037_0022-006X.58.6.775,FALSE
10.1037_0022-006X.58.6.799,FALSE
10.1037_0022-006X.58.6.805,FALSE
10.1037_0022-006X.58.6.811,FALSE
10.1037_0022-006X.58.6.818,FALSE
10.1037_0022-006X.58.6.825,FALSE
10.1037_0022-006X.58.6.832,FALSE
10.1037_0022-006X.58.6.840,FALSE
10.1037_0022-006X.58.6.845,FALSE
10.1037_0022-006X.58.6.855,FALSE
10.1037_0022-006X.58.6.862,FALSE
10.1037_0022-006X.58.6.870,FALSE
10.1037_0022-006X.58.6.873,FALSE
10.1037_0022-006X.58.6.877,FALSE
10.1037_0022-006X.58.6.882,FALSE
10.1037_0022-006X.58.6.886,FALSE
10.1037_0022-006X.58.6.889,FALSE
10.1037_0022-006X.59.1.100,FALSE
10.1037_0022-006X.59.1.115,FALSE
10.1037_0022-006X.59.1.12,FALSE
10.1037_0022-006X.59.1.126,FALSE
10.1037_0022-006X.59.1.138,FALSE
10.1037_0022-006X.59.1.142,FALSE
10.1037_0022-006X.59.1.146,FALSE
10.1037_0022-006X.59.1.156,FALSE
10.1037_0022-006X.59.1.163,FALSE
10.1037_0022-006X.59.1.167,FALSE
10.1037_0022-006X.59.1.176,FALSE
10.1037_0022-006X.59.1.184,FALSE
10.1037_0022-006X.59.1.188,FALSE
10.1037_0022-006X.59.1.190,FALSE
10.1037_0022-006X.59.1.20,FALSE
10.1037_0022-006X.59.1.27,FALSE
10.1037_0022-006X.59.1.38,FALSE
10.1037_0022-006X.59.1.48,FALSE
10.1037_0022-006X.59.1.58,FALSE
10.1037_0022-006X.59.1.67,FALSE
10.1037_0022-006X.59.1.78,FALSE
10.1037_0022-006X.59.1.88,FALSE
10.1037_0022-006X.59.2.205,FALSE
10.1037_0022-006X.59.2.217,FALSE
10.1037_0022-006X.59.2.226,FALSE
10.1037_0022-006X.59.2.233,FALSE
10.1037_0022-006X.59.2.246,FALSE
10.1037_0022-006X.59.2.249,FALSE
10.1037_0022-006X.59.2.256,FALSE
10.1037_0022-006X.59.2.258,FALSE
10.1037_0022-006X.59.2.266,FALSE
10.1037_0022-006X.59.2.274,FALSE
10.1037_0022-006X.59.2.289,FALSE
10.1037_0022-006X.59.2.312,FALSE
10.1037_0022-006X.59.2.318,FALSE
10.1037_0022-006X.59.2.325,FALSE
10.1037_0022-006X.59.2.333,FALSE
10.1037_0022-006X.59.2.341,FALSE
10.1037_0022-006X.59.2.346,FALSE
10.1037_0022-006X.59.2.351,FALSE
10.1037_0022-006X.59.2.354,FALSE
10.1037_0022-006X.59.3.371,FALSE
10.1037_0022-006X.59.3.381,FALSE
10.1037_0022-006X.59.3.387,FALSE
10.1037_0022-006X.59.3.400,FALSE
10.1037_0022-006X.59.3.410,FALSE
10.1037_0022-006X.59.3.419,FALSE
10.1037_0022-006X.59.3.425,FALSE
10.1037_0022-006X.59.3.439,FALSE
10.1037_0022-006X.59.3.458,FALSE
10.1037_0022-006X.59.3.464,FALSE
10.1037_0022-006X.59.3.467,FALSE
10.1037_0022-006X.59.3.471,FALSE
10.1037_0022-006X.59.3.475,FALSE
10.1037_0022-006X.59.5.621,FALSE
10.1037_0022-006X.59.5.631,FALSE
10.1037_0022-006X.59.5.643,FALSE
10.1037_0022-006X.59.5.662,FALSE
10.1037_0022-006X.59.6.765,FALSE
10.1037_0022-006X.59.6.766,FALSE
10.1037_0022-006X.59.6.776,FALSE
10.1037_0022-006X.59.6.777,FALSE
10.1037_0022-006X.59.6.785,FALSE
10.1037_0022-006X.59.6.799,FALSE
10.1037_0022-006X.59.6.813,FALSE
10.1037_0022-006X.59.6.821,FALSE
10.1037_0022-006X.59.6.830,FALSE
10.1037_0022-006X.59.6.842,FALSE
10.1037_0022-006X.59.6.853,FALSE
10.1037_0022-006X.59.6.861,FALSE
10.1037_0022-006X.59.6.867,FALSE
10.1037_0022-006X.59.6.869,FALSE
10.1037_0022-006X.59.6.874,FALSE
10.1037_0022-006X.59.6.883,FALSE
10.1037_0022-006X.59.6.894,FALSE
10.1037_0022-006X.59.6.899,FALSE
10.1037_0022-006X.59.6.906,FALSE
10.1037_0022-006X.59.6.916,FALSE
10.1037_0022-006X.60.1.113,FALSE
10.1037_0022-006X.60.1.119,FALSE
10.1037_0022-006X.60.1.127,FALSE
10.1037_0022-006X.60.1.140,FALSE
10.1037_0022-006X.60.1.143,FALSE
10.1037_0022-006X.60.1.146,FALSE
10.1037_0022-006X.60.1.16,FALSE
10.1037_0022-006X.60.1.18,FALSE
10.1037_0022-006X.60.1.24,FALSE
10.1037_0022-006X.60.1.28,FALSE
10.1037_0022-006X.60.1.29,FALSE
10.1037_0022-006X.60.1.32,FALSE
10.1037_0022-006X.60.1.34,FALSE
10.1037_0022-006X.60.1.49,FALSE
10.1037_0022-006X.60.1.64,FALSE
10.1037_0022-006X.60.1.7,FALSE
10.1037_0022-006X.60.1.73,FALSE
10.1037_0022-006X.60.1.80,FALSE
10.1037_0022-006X.60.1.88,FALSE
10.1037_0022-006X.60.1.9,FALSE
10.1037_0022-006X.60.1.94,FALSE
10.1037_0022-006X.60.2.163,FALSE
10.1037_0022-006X.60.2.167,FALSE
10.1037_0022-006X.60.2.174,FALSE
10.1037_0022-006X.60.2.185,FALSE
10.1037_0022-006X.60.2.196,FALSE
10.1037_0022-006X.60.2.204,FALSE
10.1037_0022-006X.60.2.213,FALSE
10.1037_0022-006X.60.2.220,FALSE
10.1037_0022-006X.60.2.225,FALSE
10.1037_0022-006X.60.2.244,FALSE
10.1037_0022-006X.60.2.260,FALSE
10.1037_0022-006X.60.2.267,FALSE
10.1037_0022-006X.60.2.282,FALSE
10.1037_0022-006X.60.2.300,FALSE
10.1037_0022-006X.60.2.304,FALSE
10.1037_0022-006X.60.3.323,FALSE
10.1037_0022-006X.60.3.327,FALSE
10.1037_0022-006X.60.3.329,FALSE
10.1037_0022-006X.60.3.339,FALSE
10.1037_0022-006X.60.3.349,FALSE
10.1037_0022-006X.60.3.360,FALSE
10.1037_0022-006X.60.3.369,FALSE
10.1037_0022-006X.60.3.379,FALSE
10.1037_0022-006X.60.3.392,FALSE
10.1037_0022-006X.60.3.419,FALSE
10.1037_0022-006X.60.3.426,FALSE
10.1037_0022-006X.60.3.450,FALSE
10.1037_0022-006X.60.3.473,FALSE
10.1037_0022-006X.60.3.477,FALSE
10.1037_0022-006X.60.4.493,FALSE
10.1037_0022-006X.60.4.499,FALSE
10.1037_0022-006X.60.4.505,FALSE
10.1037_0022-006X.60.4.518,FALSE
10.1037_0022-006X.60.4.528,FALSE
10.1037_0022-006X.60.4.537,FALSE
10.1037_0022-006X.60.4.552,FALSE
10.1037_0022-006X.60.4.569,FALSE
10.1037_0022-006X.60.4.576,FALSE
10.1037_0022-006X.60.4.586,FALSE
10.1037_0022-006X.60.4.595,FALSE
10.1037_0022-006X.60.4.605,FALSE
10.1037_0022-006X.60.4.613,FALSE
10.1037_0022-006X.60.4.619,FALSE
10.1037_0022-006X.60.4.628,FALSE
10.1037_0022-006X.60.4.639,FALSE
10.1037_0022-006X.60.5.659,FALSE
10.1037_0022-006X.60.5.664,FALSE
10.1037_0022-006X.60.5.670,FALSE
10.1037_0022-006X.60.5.675,FALSE
10.1037_0022-006X.60.5.678,FALSE
10.1037_0022-006X.60.5.689,FALSE
10.1037_0022-006X.60.5.698,FALSE
10.1037_0022-006X.60.5.705,FALSE
10.1037_0022-006X.60.5.713,FALSE
10.1037_0022-006X.60.5.718,FALSE
10.1037_0022-006X.60.5.725,FALSE
10.1037_0022-006X.60.5.733,FALSE
10.1037_0022-006X.60.5.757,FALSE
10.1037_0022-006X.60.5.766,FALSE
10.1037_0022-006X.60.5.777,FALSE
10.1037_0022-006X.60.5.797,FALSE
10.1037_0022-006X.60.5.802,FALSE
10.1037_0022-006X.60.5.804,FALSE
10.1037_0022-006X.60.5.808,FALSE
10.1037_0022-006X.60.5.812,FALSE
10.1037_0022-006X.60.6.827,FALSE
10.1037_0022-006X.60.6.833,FALSE
10.1037_0022-006X.60.6.835,FALSE
10.1037_0022-006X.60.6.845,FALSE
10.1037_0022-006X.60.6.857,FALSE
10.1037_0022-006X.60.6.869,FALSE
10.1037_0022-006X.60.6.881,FALSE
10.1037_0022-006X.60.6.893,FALSE
10.1037_0022-006X.60.6.904,FALSE
10.1037_0022-006X.60.6.909,FALSE
10.1037_0022-006X.60.6.913,FALSE
10.1037_0022-006X.60.6.927,FALSE
10.1037_0022-006X.60.6.953,FALSE
10.1037_0022-006X.60.6.970,FALSE
10.1037_0022-006X.60.6.974,FALSE
10.1037_0022-006X.60.6.980,FALSE
10.1037_0022-006X.60.6.985,FALSE
10.1037_0022-006X.61.1.113,FALSE
10.1037_0022-006X.61.1.128,FALSE
10.1037_0022-006X.61.1.137,FALSE
10.1037_0022-006X.61.1.16,FALSE
10.1037_0022-006X.61.1.165,FALSE
10.1037_0022-006X.61.1.171,FALSE
10.1037_0022-006X.61.1.27,FALSE
10.1037_0022-006X.61.1.28,FALSE
10.1037_0022-006X.61.1.3,FALSE
10.1037_0022-006X.61.1.51,FALSE
10.1037_0022-006X.61.1.6,FALSE
10.1037_0022-006X.61.1.61,FALSE
10.1037_0022-006X.61.1.70,FALSE
10.1037_0022-006X.61.1.78,FALSE
10.1037_0022-006X.61.1.85,FALSE
10.1037_0022-006X.61.1.94,FALSE
10.1037_0022-006X.61.2.187,FALSE
10.1037_0022-006X.61.2.194,FALSE
10.1037_0022-006X.61.2.199,FALSE
10.1037_0022-006X.61.2.202,FALSE
10.1037_0022-006X.61.2.205,FALSE
10.1037_0022-006X.61.2.215,FALSE
10.1037_0022-006X.61.2.221,FALSE
10.1037_0022-006X.61.2.235,FALSE
10.1037_0022-006X.61.2.248,FALSE
10.1037_0022-006X.61.2.261,FALSE
10.1037_0022-006X.61.2.270,FALSE
10.1037_0022-006X.61.2.284,FALSE
10.1037_0022-006X.61.2.289,FALSE
10.1037_0022-006X.61.2.291,FALSE
10.1037_0022-006X.61.2.296,FALSE
10.1037_0022-006X.61.2.306,FALSE
10.1037_0022-006X.61.2.317,FALSE
10.1037_0022-006X.61.2.327,FALSE
10.1037_0022-006X.61.2.335,FALSE
10.1037_0022-006X.61.2.354,FALSE
10.1037_0022-006X.61.3.371,FALSE
10.1037_0022-006X.61.3.373,FALSE
10.1037_0022-006X.61.3.381,FALSE
10.1037_0022-006X.61.3.395,FALSE
10.1037_0022-006X.61.3.403,FALSE
10.1037_0022-006X.61.3.412,FALSE
10.1037_0022-006X.61.3.421,FALSE
10.1037_0022-006X.61.3.431,FALSE
10.1037_0022-006X.61.3.434,FALSE
10.1037_0022-006X.61.3.441,FALSE
10.1037_0022-006X.61.3.448,FALSE
10.1037_0022-006X.61.3.455,FALSE
10.1037_0022-006X.61.3.475,FALSE
10.1037_0022-006X.61.3.485,FALSE
10.1037_0022-006X.61.3.495,FALSE
10.1037_0022-006X.61.3.506,FALSE
